radius_pixels,num_layers,graph_count,total_nodes,total_edges,mean_edges_per_node,positive_graph_nodes,final_train_mse,graph_topk_hits,graph_topk_hit_rate,gt_node_pred_mean,bg_node_pred_mean,gt_bg_ratio,pred_sum_graph_nodes,gt_sum_graph_nodes,pred_sum_ratio,scene_topk_hits,scene_topk_hit_rate,heatmap_nonzero_pixels,heatmap_max,heatmap_mean,heatmap_sum,heatmap_gt_mean,heatmap_bg_mean
4.0,3,125,6375,141311,22.16643137254902,79,0.1428775822866489,6,0.0759493670886076,0.15135182440280914,0.14176861941814423,1.0675975051742546,904.531982421875,80.0,11.306650161743164,7,0.05263157894736842,5955,0.1737864911556244,0.027302542701363564,844.05810546875,0.08534715324640274,0.02705175057053566
2.0,2,125,6375,37962,5.954823529411764,79,0.13715335838818082,5,0.06329113924050633,0.1760663390159607,0.1253766268491745,1.404299536848801,803.280517578125,80.0,10.041006088256836,7,0.05263157894736842,5879,0.2891710102558136,0.02407097816467285,744.154296875,0.09919966757297516,0.023746367543935776
2.0,3,125,6375,37962,5.954823529411764,79,0.14143858777892357,4,0.05063291139240506,0.1621895730495453,0.14278076589107513,1.1359343258690515,911.7606201171875,80.0,11.397007942199707,7,0.05263157894736842,5955,0.20458845794200897,0.027471503242850304,849.281494140625,0.09146351367235184,0.02719501033425331
6.0,3,125,6375,179104,28.094745098039215,79,0.1431600132382968,6,0.0759493670886076,0.14870013296604156,0.14048221707344055,1.058497908587995,896.2233276367188,80.0,11.202791213989258,6,0.045112781954887216,5955,0.16856512427330017,0.027067136019468307,836.780517578125,0.08386791497468948,0.026821713894605637
6.0,2,125,6375,179104,28.094745098039215,79,0.14049274649339563,3,0.0379746835443038,0.15639722347259521,0.12980583310127258,1.204855126584153,829.6129150390625,80.0,10.370161056518555,6,0.045112781954887216,5955,0.2220238894224167,0.024981802329421043,772.3124389648438,0.08826996386051178,0.024708354845643044
4.0,2,125,6375,141311,22.16643137254902,79,0.1398229670469083,4,0.05063291139240506,0.16174207627773285,0.13072100281715393,1.2373074929968955,835.7969970703125,80.0,10.44746208190918,4,0.03007518796992481,5955,0.2414485365152359,0.025126773864030838,776.794189453125,0.0912148505449295,0.024841226637363434
