count_sum_lambda,seed,final_train_loss,pred_graph_sum,pred_graph_to_raw_ratio,heatmap_sum,heatmap_to_raw_ratio,heatmap_max,heatmap_mean,scene_topk_hit_rate,heatmap_gt_mean,heatmap_bg_mean
0.0,1,0.0682379609644413,74.754828825593,0.9344353603199125,69.56547546386719,0.4347842216491699,0.016853561624884605,0.0022502175997942686,0.015037593984962405,0.0066694412380456924,0.0022311231587082148
0.0001,1,0.06889502662288792,75.25339725613594,0.9406674657016992,70.00765991210938,0.4375478744506836,0.017657814547419548,0.002264520851895213,0.015037593984962405,0.006699323188513517,0.002245359355583787
0.0005,1,0.0739723210676628,125.2809072136879,1.5660113401710987,116.59303283691406,0.7287064552307129,0.02868654392659664,0.0037714065983891487,0.015037593984962405,0.011116874404251575,0.0037396687548607588
0.001,1,0.084146534609444,176.38966518640518,2.204870814830065,164.22994995117188,1.0264371871948241,0.03876654803752899,0.0053123063407838345,0.015037593984962405,0.01563899591565132,0.005267687141895294
0.002,1,0.10537568149087476,223.27805906534195,2.7909757383167744,207.9512939453125,1.2996955871582032,0.047602541744709015,0.006726549938321114,0.015037593984962405,0.019786126911640167,0.006670123897492886
0.005,1,0.1688266916695763,262.3232076764107,3.2790400959551333,244.3692169189453,1.5273076057434083,0.0547475628554821,0.007904551923274994,0.015037593984962405,0.023238399997353554,0.007838298566639423
0.01,1,0.27424181390393015,277.53631967306137,3.4692039959132672,258.5609436035156,1.6160058975219727,0.05748581513762474,0.00836360827088356,0.015037593984962405,0.024583030492067337,0.00829352904111147
