raw_name,file_type,prefix_1,prefix_2,prefix_3,scan_start_time [TAI 93],scan_end_time [TAI 93],duration [sec],scan_start_HHMM,scan_start_HHMMSS,area_wkt,KR_Sea_overlap,tif_name,lon_min,lon_max,lat_min,lat_max
VJ203DNB.A2025224.1636.021.2025224215822.nc,3,A2025224,1636,21,1029170171.003879,1029170529.513867,358.5099880695343,16:35,16:35:24,"POLYGON ((147.5159454345703 15.910204887390137, 119.41194915771484 20.217453002929688, 121.72681427001953 40.943695068359375, 155.8865203857422 35.7372932434082, 147.5159454345703 15.910204887390137))",99.99999999999964,A2025224_1636_021.tif,119.42230389404295,155.88730389404296,15.908695068359377,40.943695068359375
VJ203DNB.A2025224.1812.021.2025225001820.nc,3,A2025224,1812,21,1029175930.358185,1029176288.868144,358.50995898246765,18:11,18:11:23,"POLYGON ((129.6514129638672 34.16971969604492, 96.35689544677734 39.26015090942383, 95.93849182128906 59.89726257324219, 144.40145874023438 52.56174087524414, 129.6514129638672 34.16971969604492))",,A2025224_1812_021.tif,,,,
VJ203DNB.A2025224.1818.021.2025225001821.nc,3,A2025224,1818,21,1029176290.094082,1029176650.393782,360.2997000217438,18:17,18:17:23,"POLYGON ((121.58865356445312 14.166479110717773, 93.75389862060547 18.43356704711914, 96.35200500488281 39.25999069213867, 129.6470947265625 34.16835403442383, 121.58865356445312 14.166479110717773))",,A2025224_1818_021.tif,,,,
VJ203DNB.A2025225.1612.021.2025225224354.nc,3,A2025225,1612,21,1029255131.319907,1029255489.829901,358.5099940299988,16:11,16:11:24,"POLYGON ((158.86358642578125 32.39866256713867, 126.22520446777344 37.37379837036133, 126.35806274414062 58.03140640258789, 172.68771362304688 51.006649017333984, 158.86358642578125 32.39866256713867))",25.728538569582685,A2025225_1612_021.tif,126.23690197753906,172.68890197753908,32.39747872924804,58.18847872924805
VJ203DNB.A2025225.1618.021.2025225224351.nc,3,A2025225,1618,21,1029255491.055816,1029255849.565813,358.50999689102173,16:17,16:17:24,"POLYGON ((151.20040893554688 12.4166259765625, 123.6001968383789 16.650672912597656, 126.21540832519531 37.37452697753906, 158.85464477539062 32.398860931396484, 151.20040893554688 12.4166259765625))",33.00257890141685,A2025225_1618_021.tif,123.61040661621094,158.85440661621095,12.414420166015624,37.371420166015625
VJ203DNB.A2025225.1754.021.2025225235455.nc,3,A2025225,1754,21,1029261250.409835,1029261608.919799,358.5099639892578,17:53,17:53:23,"POLYGON ((132.71238708496094 30.80976676940918, 100.79995727539062 35.690547943115234, 101.11524200439453 56.3603630065918, 145.78402709960938 49.58932876586914, 132.71238708496094 30.80976676940918))",90.356072217665,A2025225_1754_021.tif,100.8044907836914,145.7834907836914,30.807324279785156,56.49032427978515
VJ203DNB.A2025225.1800.021.2025225235454.nc,3,A2025225,1800,21,1029261610.145735,1029261970.445419,360.2996839284897,17:59,17:59:23,"POLYGON ((125.32025909423828 10.664523124694824, 97.91971588134766 14.868947982788086, 100.79342651367188 35.690311431884766, 132.70738220214844 30.80868148803711, 125.32025909423828 10.664523124694824))",9.683836778718325,A2025225_1800_021.tif,97.92983410644533,132.70883410644532,10.66415121459961,35.68715121459961
VJ203DNB.A2025226.1554.021.2025226220026.nc,3,A2025226,1554,21,1029340451.370106,1029340809.880073,358.50996696949005,15:53,15:53:24,"POLYGON ((162.00930786132812 29.020790100097656, 130.6607666015625 33.80586242675781, 131.40907287597656 54.4893913269043, 174.31320190429688 47.975929260253906, 162.00930786132812 29.020790100097656))",17.100925818726964,A2025226_1554_021.tif,130.6711671142578,174.3151671142578,29.018982696533204,54.5939826965332
VJ203DNB.A2025226.1600.021.2025226220034.nc,3,A2025226,1600,21,1029340811.10601,1029341169.616003,358.50999307632446,15:59,15:59:24,"POLYGON ((154.96206665039062 8.910247802734375, 127.74227142333984 13.08919906616211, 130.65554809570312 33.80636215209961, 162.00408935546875 29.019865036010742, 154.96206665039062 8.910247802734375))",0.0,A2025226_1600_021.tif,127.75232861328124,162.00632861328126,8.909205749511719,33.80320574951172
VJ203DNB.A2025226.1736.021.2025226220155.nc,3,A2025226,1736,21,1029346570.460015,1029346928.96998,358.50996494293213,17:35,17:35:23,"POLYGON ((135.93130493164062 27.416318893432617, 105.1412582397461 32.122779846191406, 106.10014343261719 52.81577682495117, 147.6004638671875 46.513999938964844, 135.93130493164062 27.416318893432617))",99.99999999999964,A2025226_1736_021.tif,105.14710400390624,147.60010400390624,27.413693084716797,52.8956930847168
VJ203DNB.A2025226.1742.021.2025226220153.nc,3,A2025226,1742,21,1029346930.195895,1029347290.495582,360.2996870279312,17:41,17:41:23,"POLYGON ((129.11370849609375 7.152627468109131, 102.03498077392578 11.310375213623047, 105.13381958007812 32.12295150756836, 135.92320251464844 27.415910720825195, 129.11370849609375 7.152627468109131))",0.0,A2025226_1742_021.tif,102.04498455810548,135.92398455810547,7.150760772705078,32.11976077270508
VJ203DNB.A2025227.1542.021.2025227200057.nc,3,A2025227,1542,21,1029426131.153664,1029426489.663638,358.50997400283813,15:41,15:41:24,"POLYGON ((158.78916931152344 5.392772674560547, 131.83425903320312 9.533904075622559, 135.03170776367188 30.237760543823242, 165.29647827148438 25.61081314086914, 158.78916931152344 5.392772674560547))",,A2025227_1542_021.tif,,,,
