raw_name,file_type,prefix_1,prefix_2,prefix_3,scan_start_time [TAI 93],scan_end_time [TAI 93],duration [sec],scan_start_HHMM,scan_start_HHMMSS,area_wkt,tif_name
VJ103DNB.A2025068.1924.021.2025068234657.nc,3,A2025068,1924,21,1015701850.193874,1015702209.861788,359.6679140329361,19:23,19:23:23,"POLYGON ((120.2779541015625 37.07484436035156, 77.46083068847656 45.029388427734375, 75.23798370361328 65.6307601928711, 139.304443359375 53.23552322387695, 120.2779541015625 37.07484436035156))",A2025068_1924_021.tif
VJ103DNB.A2025069.1542.021.2025069201752.nc,3,A2025069,1542,21,1015774930.565109,1015775290.233065,359.667955994606,15:41,15:41:23,"POLYGON ((175.6836700439453 36.93109893798828, 132.9641571044922 44.86483383178711, 130.8772430419922 65.47573852539062, -165.38731384277344 53.12466812133789, 175.6836700439453 36.93109893798828))",A2025069_1542_021.tif
VJ103DNB.A2025069.1548.021.2025069201752.nc,3,A2025069,1548,21,1015775291.455851,1015775649.337205,357.88135409355164,15:47,15:47:24,"POLYGON ((165.64682006835938 18.237377166748047, 131.09962463378906 24.187105178833008, 132.95950317382812 44.867374420166016, 175.7164306640625 36.994873046875, 165.64682006835938 18.237377166748047))",A2025069_1548_021.tif
VJ103DNB.A2025069.1724.021.2025069220055.nc,3,A2025069,1724,21,1015781051.414752,1015781409.296071,357.8813190460205,17:23,17:23:24,"POLYGON ((149.25494384765625 35.47478103637695, 107.5490951538086 43.18319320678711, 105.9961166381836 63.716793060302734, 167.0557861328125 51.923519134521484, 149.25494384765625 35.47478103637695))",A2025069_1724_021.tif
VJ103DNB.A2025069.1730.021.2025069220056.nc,3,A2025069,1730,21,1015781410.518877,1015781770.186785,359.66790795326233,17:29,17:29:23,"POLYGON ((139.63580322265625 16.56087875366211, 105.47833251953125 22.39911460876465, 107.54621124267578 43.18526840209961, 149.290771484375 35.53631591796875, 139.63580322265625 16.56087875366211))",A2025069_1730_021.tif
VJ103DNB.A2025069.1906.021.2025070004102.nc,3,A2025069,1906,21,1015787170.477408,1015787530.145321,359.6679129600525,19:05,19:05:23,"POLYGON ((122.83356475830078 33.905948638916016, 82.08906555175781 41.395835876464844, 81.02520751953125 62.05577087402344, 139.68109130859375 50.78300476074219, 122.83356475830078 33.905948638916016))",A2025069_1906_021.tif
VJ103DNB.A2025069.1912.021.2025070004103.nc,3,A2025069,1912,21,1015787531.368107,1015787889.249422,357.88131499290466,19:11,19:11:24,"POLYGON ((113.69268798828125 14.972102165222168, 79.84947967529297 20.71350860595703, 82.08092498779297 41.397769927978516, 122.85696411132812 33.9720458984375, 113.69268798828125 14.972102165222168))",A2025069_1912_021.tif
VJ103DNB.A2025070.1706.021.2025070220614.nc,3,A2025070,1706,21,1015866371.699164,1015866729.580491,357.8813269138336,17:05,17:05:24,"POLYGON ((151.91891479492188 32.274452209472656, 112.13475799560547 39.54582977294922, 111.56370544433594 60.12886047363281, 167.75985717773438 49.34218978881836, 151.91891479492188 32.274452209472656))",A2025070_1706_021.tif
VJ103DNB.A2025070.1712.021.2025070220601.nc,3,A2025070,1712,21,1015866730.803276,1015867090.471211,359.66793501377106,17:11,17:11:23,"POLYGON ((143.1892547607422 13.12412166595459, 109.69966888427734 18.758665084838867, 112.12611389160156 39.547603607177734, 151.9401092529297 32.34092330932617, 143.1892547607422 13.12412166595459))",A2025070_1712_021.tif
VJ103DNB.A2025070.1848.021.2025071000526.nc,3,A2025070,1848,21,1015872490.761959,1015872850.429884,359.66792500019073,18:47,18:47:23,"POLYGON ((125.59024047851562 30.680633544921875, 86.7101821899414 37.75654220581055, 86.42550659179688 58.45940399169922, 140.65704345703125 48.096214294433594, 125.59024047851562 30.680633544921875))",A2025070_1848_021.tif
VJ103DNB.A2025070.1854.021.2025071000526.nc,3,A2025070,1854,21,1015872851.652668,1015873209.534017,357.8813489675522,18:53,18:53:24,"POLYGON ((117.2947998046875 11.524036407470703, 84.03543090820312 17.075424194335938, 86.70355987548828 37.75773620605469, 125.61009216308594 30.747203826904297, 117.2947998046875 11.524036407470703))",A2025070_1854_021.tif
VJ103DNB.A2025071.1648.021.2025071221239.nc,3,A2025071,1648,21,1015951690.197366,1015952049.865307,359.66794097423553,16:47,16:47:23,"POLYGON ((154.78590393066406 29.012123107910156, 116.57341766357422 35.90092468261719, 116.8768310546875 56.626197814941406, 169.01307678222656 46.68172836303711, 154.78590393066406 29.012123107910156))",A2025071_1648_021.tif
VJ103DNB.A2025071.1654.021.2025071221244.nc,3,A2025071,1654,21,1015952051.08809,1015952408.969454,357.88136410713196,16:53,16:53:24,"POLYGON ((146.87802124023438 9.756437301635742, 113.86781311035156 15.220721244812012, 116.56534576416016 35.9028434753418, 154.8035125732422 29.079124450683594, 146.87802124023438 9.756437301635742))",A2025071_1654_021.tif
VJ103DNB.A2025071.1830.021.2025071235304.nc,3,A2025071,1830,21,1015957811.046787,1015958168.928126,357.88133895397186,18:29,18:29:24,"POLYGON ((128.59628295898438 27.486309051513672, 91.19324493408203 34.211875915527344, 91.58634185791016 54.84689712524414, 142.01492309570312 45.289432525634766, 128.59628295898438 27.486309051513672))",A2025071_1830_021.tif
VJ103DNB.A2025071.1836.021.2025071235303.nc,3,A2025071,1836,21,1015958170.150909,1015958529.818838,359.6679290533066,18:35,18:35:23,"POLYGON ((120.99835968017578 8.049126625061035, 88.1781234741211 13.43599796295166, 91.18824005126953 34.21300506591797, 128.6178741455078 27.552278518676758, 120.99835968017578 8.049126625061035))",A2025071_1836_021.tif
VJ103DNB.A2025072.1630.021.2025072215207.nc,3,A2025072,1630,21,1016037010.480696,1016037370.148624,359.667927980423,16:29,16:29:23,"POLYGON ((157.82200622558594 25.700008392333984, 120.98819732666016 32.25061798095703, 121.85601043701172 53.00040817260742, 170.57687377929688 43.80408477783203, 157.82200622558594 25.700008392333984))",A2025072_1630_021.tif
VJ103DNB.A2025072.1636.021.2025072215208.nc,3,A2025072,1636,21,1016037371.371432,1016037729.252777,357.88134503364563,16:35,16:35:24,"POLYGON ((150.62203979492188 6.269427299499512, 117.98095703125 11.579935073852539, 120.98467254638672 32.25235366821289, 157.8463897705078 25.764137268066406, 150.62203979492188 6.269427299499512))",A2025072_1636_021.tif
VJ103DNB.A2025072.1812.021.2025073001410.nc,3,A2025072,1812,21,1016043131.330269,1016043489.211593,357.88132405281067,18:11,18:11:24,"POLYGON ((131.70980834960938 24.153472900390625, 95.56739807128906 30.55987548828125, 96.56966400146484 51.2210578918457, 143.7670135498047 42.3515510559082, 131.70980834960938 24.153472900390625))",A2025072_1812_021.tif
VJ103DNB.A2025072.1818.021.2025073001409.nc,3,A2025072,1818,21,1016043490.434378,1016043850.102312,359.66793394088745,18:17,18:17:23,"POLYGON ((124.78592681884766 4.55397891998291, 92.2662353515625 9.798157691955566, 95.56220245361328 30.560964584350586, 131.7274169921875 24.22022819519043, 124.78592681884766 4.55397891998291))",A2025072_1818_021.tif
VJ103DNB.A2025073.1612.021.2025073220636.nc,3,A2025073,1612,21,1016122330.763319,1016122690.431261,359.66794192790985,16:11,16:11:23,"POLYGON ((161.02658081054688 22.3414306640625, 125.34723663330078 28.59881591796875, 126.71498107910156 49.36799621582031, 172.4853973388672 40.81981658935547, 161.02658081054688 22.3414306640625))",A2025073_1612_021.tif
VJ103DNB.A2025073.1748.021.2025073220633.nc,3,A2025073,1748,21,1016128090.722142,1016128450.390067,359.66792500019073,17:47,17:47:23,"POLYGON ((145.7998809814453 39.25541687011719, 101.38141632080078 47.583770751953125, 98.09173583984375 68.13639831542969, 166.48269653320312 54.86772918701172, 145.7998809814453 39.25541687011719))",A2025073_1748_021.tif
VJ103DNB.A2025073.1754.021.2025073235007.nc,3,A2025073,1754,21,1016128451.612852,1016128809.494199,357.88134706020355,17:53,17:53:24,"POLYGON ((134.98159790039062 20.7777042388916, 99.85221862792969 26.908550262451172, 101.37355041503906 47.58578872680664, 145.83209228515625 39.31964874267578, 134.98159790039062 20.7777042388916))",A2025073_1754_021.tif
VJ103DNB.A2025073.1930.021.2025073235006.nc,3,A2025073,1930,21,1016134211.571457,1016134569.45279,357.8813329935074,19:29,19:29:24,"POLYGON ((119.28802490234375 37.821231842041016, 75.92635345458984 45.89966583251953, 73.4104232788086 66.38514709472656, 138.71688842773438 53.74521255493164, 119.28802490234375 37.821231842041016))",A2025073_1930_021.tif
VJ103DNB.A2025074.1548.021.2025074201158.nc,3,A2025074,1548,21,1016207290.156011,1016207649.82395,359.6679390668869,15:47,15:47:23,"POLYGON ((174.68313598632812 37.67250442504883, 131.44613647460938 45.72691345214844, 129.02293395996094 66.32239532470703, -165.85218811035156 53.69235610961914, 174.68313598632812 37.67250442504883))",A2025074_1548_021.tif
VJ103DNB.A2025074.1554.021.2025074215629.nc,3,A2025074,1554,21,1016207651.046733,1016208008.928072,357.88133895397186,15:53,15:53:24,"POLYGON ((164.40220642089844 19.044713973999023, 129.65957641601562 25.050188064575195, 131.43785095214844 45.729087829589844, 174.7125244140625 37.73727798461914, 164.40220642089844 19.044713973999023))",A2025074_1554_021.tif
VJ103DNB.A2025074.1730.021.2025074215627.nc,3,A2025074,1730,21,1016213411.005384,1016213768.886715,357.88133108615875,17:29,17:29:24,"POLYGON ((148.23068237304688 36.221187591552734, 106.04872131347656 44.044517517089844, 104.20892333984375 64.56571960449219, 166.52487182617188 52.51479721069336, 148.23068237304688 36.221187591552734))",A2025074_1730_021.tif
VJ103DNB.A2025074.1736.021.2025074215630.nc,3,A2025074,1736,21,1016213770.109497,1016214129.777417,359.6679199934006,17:35,17:35:23,"POLYGON ((138.3870849609375 17.36807632446289, 104.08830261230469 23.258729934692383, 106.04418182373047 44.04676818847656, 148.2632293701172 36.28483200073242, 138.3870849609375 17.36807632446289))",A2025074_1736_021.tif
VJ103DNB.A2025074.1912.021.2025075004430.nc,3,A2025074,1912,21,1016219530.067858,1016219889.735762,359.6679040193558,19:11,19:11:23,"POLYGON ((121.77266693115234 34.66353988647461, 80.65940856933594 42.25766372680664, 79.27655029296875 62.90586471557617, 139.1562042236328 51.35824966430664, 121.77266693115234 34.66353988647461))",A2025074_1912_021.tif
VJ103DNB.A2025075.1536.021.2025075194928.nc,3,A2025075,1536,21,1016292971.33049,1016293329.211864,357.881374001503,15:35,15:35:24,"POLYGON ((167.87123107910156 15.617876052856445, 133.91041564941406 21.398731231689453, 136.05050659179688 42.084007263183594, 177.1937255859375 34.580039978027344, 167.87123107910156 15.617876052856445))",A2025075_1536_021.tif
VJ103DNB.A2025075.1712.021.2025075222230.nc,3,A2025075,1712,21,1016298731.289364,1016299089.17068,357.88131606578827,17:11,17:11:24,"POLYGON ((150.8279571533203 33.03060531616211, 110.61572265625 40.39728927612305, 109.85962677001953 60.9714469909668, 167.10162353515625 49.96587371826172, 150.8279571533203 33.03060531616211))",A2025075_1712_021.tif
VJ103DNB.A2025075.1718.021.2025075222229.nc,3,A2025075,1718,21,1016299090.393465,1016299450.06139,359.66792500019073,17:17,17:17:23,"POLYGON ((141.90371704101562 13.930083274841309, 108.2612533569336 19.610960006713867, 110.61060333251953 40.399436950683594, 150.8550567626953 33.095489501953125, 141.90371704101562 13.930083274841309))",A2025075_1718_021.tif
VJ103DNB.A2025075.1854.021.2025076000931.nc,3,A2025075,1854,21,1016304850.351959,1016305210.019847,359.667888045311,18:53,18:53:23,"POLYGON ((124.47695922851562 31.44194984436035, 85.12356567382812 38.6077766418457, 84.7674789428711 59.30396270751953, 139.95143127441406 48.73429489135742, 124.47695922851562 31.44194984436035))",A2025075_1854_021.tif
VJ103DNB.A2025075.1900.021.2025076000930.nc,3,A2025075,1900,21,1016305211.242654,1016305569.123967,357.88131308555603,18:59,18:59:24,"POLYGON ((116.00212860107422 12.331178665161133, 82.64152526855469 17.923803329467773, 85.1232681274414 38.609832763671875, 124.51142883300781 31.503807067871094, 116.00212860107422 12.331178665161133))",A2025075_1900_021.tif
VJ103DNB.A2025076.1654.021.2025076222348.nc,3,A2025076,1654,21,1016384051.574265,1016384409.455608,357.8813430070877,16:53,16:53:24,"POLYGON ((153.64601135253906 29.770915985107422, 115.08909606933594 36.74221420288086, 115.19841766357422 57.35658264160156, 168.14601135253906 47.2529182434082, 153.64601135253906 29.770915985107422))",A2025076_1654_021.tif
VJ103DNB.A2025076.1700.021.2025076222348.nc,3,A2025076,1700,21,1016384410.678393,1016384770.346325,359.6679320335388,16:59,16:59:23,"POLYGON ((145.53712463378906 10.459708213806152, 112.43702697753906 15.9580078125, 115.0842056274414 36.7443962097168, 153.66888427734375 29.836748123168945, 145.53712463378906 10.459708213806152))",A2025076_1700_021.tif
VJ103DNB.A2025076.1836.021.2025077000415.nc,3,A2025076,1836,21,1016390170.636964,1016390530.30488,359.667916059494,18:35,18:35:23,"POLYGON ((127.38954162597656 28.155920028686523, 89.71073150634766 34.94996643066406, 89.9682388305664 55.6818962097168, 141.21224975585938 45.94704818725586, 127.38954162597656 28.155920028686523))",A2025076_1836_021.tif
VJ103DNB.A2025076.1842.021.2025077000413.nc,3,A2025076,1842,21,1016390531.527665,1016390889.409006,357.8813409805298,18:41,18:41:24,"POLYGON ((119.68142700195312 8.851072311401367, 86.77168273925781 14.274458885192871, 89.7061538696289 34.95108413696289, 127.4117660522461 28.221698760986328, 119.68142700195312 8.851072311401367))",A2025076_1842_021.tif
VJ103DNB.A2025077.1636.021.2025077215125.nc,3,A2025077,1636,21,1016469370.072948,1016469729.740867,359.66791903972626,16:35,16:35:23,"POLYGON ((156.63906860351562 26.458232879638672, 119.51766967773438 33.08002853393555, 120.2667465209961 53.825496673583984, 169.71376037597656 44.47031021118164, 156.63906860351562 26.458232879638672))",A2025077_1636_021.tif
VJ103DNB.A2025077.1642.021.2025077215120.nc,3,A2025077,1642,21,1016469730.963674,1016470088.84501,357.8813360929489,16:41,16:41:23,"POLYGON ((149.29214477539062 7.0629754066467285, 116.57868957519531 12.406717300415039, 119.51689147949219 33.08198165893555, 156.66842651367188 26.521297454833984, 149.29214477539062 7.0629754066467285))",A2025077_1642_021.tif
VJ103DNB.A2025077.1818.021.2025078003552.nc,3,A2025077,1818,21,1016475490.92233,1016475848.803642,357.8813120126724,18:17,18:17:23,"POLYGON ((130.51358032226562 24.914323806762695, 94.10484313964844 31.388790130615234, 95.00920867919922 52.046287536621094, 142.84996032714844 43.03544235229492, 130.51358032226562 24.914323806762695))",A2025077_1818_021.tif
VJ103DNB.A2025077.1824.021.2025078003553.nc,3,A2025077,1824,21,1016475850.026447,1016476209.694349,359.66790199279785,18:23,18:23:23,"POLYGON ((123.44681549072266 5.34825325012207, 90.86965942382812 10.62314224243164, 94.10212707519531 31.38953399658203, 130.53683471679688 24.978771209716797, 123.44681549072266 5.34825325012207))",A2025077_1824_021.tif
VJ103DNB.A2025078.1618.021.2025078222223.nc,3,A2025078,1618,21,1016554690.357491,1016555050.025417,359.66792595386505,16:17,16:17:23,"POLYGON ((159.80564880371094 23.095523834228516, 123.88896179199219 29.414295196533203, 125.14828491210938 50.180335998535156, 171.5368194580078 41.49791717529297, 159.80564880371094 23.095523834228516))",A2025078_1618_021.tif
VJ103DNB.A2025078.1754.021.2025079000554.nc,3,A2025078,1754,21,1016560450.315977,1016560809.98388,359.66790306568146,17:53,17:53:23,"POLYGON ((144.8113250732422 39.944190979003906, 99.84505462646484 48.39579772949219, 96.175048828125 68.9319839477539, 166.078125 55.35249328613281, 144.8113250732422 39.944190979003906))",A2025078_1754_021.tif
VJ103DNB.A2025078.1800.021.2025079000550.nc,3,A2025078,1800,21,1016560811.206662,1016561169.087987,357.8813248872757,17:59,17:59:24,"POLYGON ((133.75045776367188 21.53348159790039, 98.3650894165039 27.724708557128906, 99.8404312133789 48.39812469482422, 144.8499755859375 40.00642776489258, 133.75045776367188 21.53348159790039))",A2025078_1800_021.tif
VJ103DNB.A2025078.1936.021.2025079000553.nc,3,A2025078,1936,21,1016566571.165052,1016566929.046351,357.8812988996506,19:35,19:35:24,"POLYGON ((118.27656555175781 38.51555252075195, 74.39415740966797 46.7113037109375, 71.55118560791016 67.1819839477539, 138.2527618408203 54.251060485839844, 118.27656555175781 38.51555252075195))",A2025078_1936_021.tif
VJ103DNB.A2025079.1554.021.2025079215428.nc,3,A2025079,1554,21,1016639651.536321,1016640009.417672,357.8813509941101,15:53,15:53:24,"POLYGON ((173.65499877929688 38.359230041503906, 129.9066925048828 46.52553939819336, 127.1622085571289 67.002685546875, -166.4993896484375 54.14491271972656, 173.65499877929688 38.359230041503906))",A2025079_1554_021.tif
VJ103DNB.A2025079.1600.021.2025079215430.nc,3,A2025079,1600,21,1016640010.640456,1016640370.308392,359.66793608665466,15:59,15:59:23,"POLYGON ((163.1175537109375 19.694427490234375, 128.2021942138672 25.748018264770508, 129.90162658691406 46.52804946899414, 173.69085693359375 38.422054290771484, 163.1175537109375 19.694427490234375))",A2025079_1600_021.tif
VJ103DNB.A2025079.1736.021.2025079215430.nc,3,A2025079,1736,21,1016645770.599105,1016646130.267015,359.66790997982025,17:35,17:35:23,"POLYGON ((147.11143493652344 36.825626373291016, 104.51485443115234 44.74018478393555, 102.41569519042969 65.35192108154297, 165.95762634277344 53.05074691772461, 147.11143493652344 36.825626373291016))",A2025079_1736_021.tif
VJ103DNB.A2025079.1742.021.2025079215429.nc,3,A2025079,1742,21,1016646131.4898,1016646489.371134,357.881334066391,17:41,17:41:24,"POLYGON ((137.12400817871094 18.117406845092773, 102.65638732910156 24.058164596557617, 104.51030731201172 44.74251937866211, 147.14425659179688 36.889286041259766, 137.12400817871094 18.117406845092773))",A2025079_1742_021.tif
VJ103DNB.A2025079.1918.021.2025079234316.nc,3,A2025079,1918,21,1016651891.44826,1016652249.329585,357.881325006485,19:17,19:17:24,"POLYGON ((120.6978988647461 35.36122131347656, 79.09673309326172 43.055023193359375, 77.54814910888672 63.591129302978516, 138.3760986328125 51.86393737792969, 120.6978988647461 35.36122131347656))",A2025079_1918_021.tif
VJ103DNB.A2025080.1536.021.2025080200221.nc,3,A2025080,1536,21,1016724970.033232,1016725329.701161,359.6679290533066,15:35,15:35:23,"POLYGON ((176.08050537109375 35.2038688659668, 134.54408264160156 42.86752700805664, 133.10594177246094 63.51112365722656, -166.18069458007812 51.788394927978516, 176.08050537109375 35.2038688659668))",A2025080_1536_021.tif
VJ103DNB.A2025080.1542.021.2025080200224.nc,3,A2025080,1542,21,1016725330.923968,1016725688.805315,357.88134706020355,15:41,15:41:23,"POLYGON ((166.59152221679688 16.358470916748047, 132.4744110107422 22.185239791870117, 134.54457092285156 42.869991302490234, 176.12095642089844 35.263919830322266, 166.59152221679688 16.358470916748047))",A2025080_1542_021.tif
VJ103DNB.A2025080.1718.021.2025080213655.nc,3,A2025080,1718,21,1016731090.882792,1016731450.550694,359.66790199279785,17:17,17:17:23,"POLYGON ((149.65721130371094 33.63528060913086, 109.10858154296875 41.079708099365234, 108.15486907958984 61.74763488769531, 166.40370178222656 50.53333282470703, 149.65721130371094 33.63528060913086))",A2025080_1718_021.tif
VJ103DNB.A2025080.1724.021.2025080213651.nc,3,A2025080,1724,21,1016731451.773501,1016731809.654823,357.88132190704346,17:23,17:23:24,"POLYGON ((140.6121368408203 14.672279357910156, 106.83035278320312 20.39633560180664, 109.10896301269531 41.081886291503906, 149.69528198242188 33.696022033691406, 140.6121368408203 14.672279357910156))",A2025080_1724_021.tif
VJ103DNB.A2025080.1900.021.2025081002718.nc,3,A2025080,1900,21,1016737211.732109,1016737569.613422,357.88131308555603,18:59,18:59:24,"POLYGON ((123.34798431396484 32.14077377319336, 83.62619018554688 39.39237594604492, 83.10655212402344 59.978172302246094, 139.08094787597656 49.25128173828125, 123.34798431396484 32.14077377319336))",A2025080_1900_021.tif
VJ103DNB.A2025080.1906.021.2025081002722.nc,3,A2025080,1906,21,1016737570.83623,1016737930.504129,359.6678990125656,19:05,19:05:23,"POLYGON ((114.6646957397461 12.97799301147461, 81.19961547851562 18.605030059814453, 83.62309265136719 39.39421081542969, 123.37918853759766 32.20335388183594, 114.6646957397461 12.97799301147461))",A2025080_1906_021.tif
VJ103DNB.A2025081.1700.021.2025081223757.nc,3,A2025081,1700,21,1016816411.166455,1016816769.047803,357.88134801387787,16:59,16:59:24,"POLYGON ((152.49000549316406 30.464027404785156, 113.63668823242188 37.51402282714844, 113.55158996582031 58.121665954589844, 167.33868408203125 47.84138488769531, 152.49000549316406 30.464027404785156))",A2025081_1700_021.tif
VJ103DNB.A2025081.1706.021.2025081223757.nc,3,A2025081,1706,21,1016816770.270589,1016817129.938524,359.66793501377106,17:05,17:05:23,"POLYGON ((144.22152709960938 11.19373607635498, 111.01470184326172 16.728939056396484, 113.62751770019531 37.51575469970703, 152.5088653564453 30.53089141845703, 144.22152709960938 11.19373607635498))",A2025081_1706_021.tif
VJ103DNB.A2025081.1842.021.2025082003027.nc,3,A2025081,1842,21,1016822530.229264,1016822889.897191,359.66792702674866,18:41,18:41:23,"POLYGON ((126.2145767211914 28.85299301147461, 88.23136138916016 35.721134185791016, 88.33915710449219 56.446388244628906, 140.35781860351562 46.54988098144531, 126.2145767211914 28.85299301147461))",A2025081_1842_021.tif
VJ103DNB.A2025081.1848.021.2025082003026.nc,3,A2025081,1848,21,1016822891.119974,1016823249.001319,357.88134503364563,18:47,18:47:24,"POLYGON ((118.35029602050781 9.586713790893555, 85.35130310058594 15.043724060058594, 88.22372436523438 35.72208023071289, 126.2318115234375 28.920045852661133, 118.35029602050781 9.586713790893555))",A2025081_1848_021.tif
VJ103DNB.A2025082.1642.021.2025082221728.nc,3,A2025082,1642,21,1016901731.448266,1016902089.329577,357.8813109397888,16:41,16:41:24,"POLYGON ((155.43980407714844 27.147615432739258, 118.0428695678711 33.83694839477539, 118.68590545654297 54.47565460205078, 168.71731567382812 44.99394226074219, 155.43980407714844 27.147615432739258))",A2025082_1642_021.tif
VJ103DNB.A2025082.1648.021.2025082221730.nc,3,A2025082,1648,21,1016902090.552384,1016902450.220285,359.66790103912354,16:47,16:47:23,"POLYGON ((147.92080688476562 7.688954830169678, 115.14391326904297 13.059192657470703, 118.03955841064453 33.8387336730957, 155.4651641845703 27.211565017700195, 147.92080688476562 7.688954830169678))",A2025082_1648_021.tif
VJ103DNB.A2025082.1824.021.2025083010428.nc,3,A2025082,1824,21,1016907850.510835,1016908210.178743,359.66790795326233,18:23,18:23:23,"POLYGON ((129.2601318359375 25.509775161743164, 92.62604522705078 32.041866302490234, 93.42439270019531 52.797576904296875, 141.91761779785156 43.644676208496094, 129.2601318359375 25.509775161743164))",A2025082_1824_021.tif
VJ103DNB.A2025082.1830.021.2025083010427.nc,3,A2025082,1830,21,1016908211.401529,1016908569.28284,357.8813110589981,18:29,18:29:24,"POLYGON ((122.09442901611328 6.072943210601807, 89.45773315429688 11.376481056213379, 92.6182632446289 32.04279327392578, 129.274658203125 25.577199935913086, 122.09442901611328 6.072943210601807))",A2025082_1830_021.tif
VJ103DNB.A2025083.1624.021.2025083230339.nc,3,A2025083,1624,21,1016987051.730297,1016987409.611623,357.8813260793686,16:23,16:23:24,"POLYGON ((158.5704803466797 23.778175354003906, 122.42473602294922 30.155719757080078, 123.60404968261719 50.816219329833984, 170.4794158935547 42.021602630615234, 158.5704803466797 23.778175354003906))",A2025083_1624_021.tif
VJ103DNB.A2025083.1630.021.2025083230343.nc,3,A2025083,1630,21,1016987410.834408,1016987770.502344,359.6679359674454,16:29,16:29:23,"POLYGON ((151.72389221191406 4.160709857940674, 119.22571563720703 9.391560554504395, 122.41671752929688 30.15751838684082, 158.58338928222656 23.845773696899414, 151.72389221191406 4.160709857940674))",A2025083_1630_021.tif
VJ103DNB.A2025083.1806.021.2025084004150.nc,3,A2025083,1806,21,1016993170.793025,1016993530.460939,359.6679140329361,18:05,18:05:23,"POLYGON ((132.45571899414062 22.12429428100586, 96.943603515625 28.360107421875, 98.28819274902344 49.13517761230469, 143.83123779296875 40.62675094604492, 132.45571899414062 22.12429428100586))",A2025083_1806_021.tif
VJ103DNB.A2025083.1942.021.2025084004204.nc,3,A2025083,1942,21,1016998930.751491,1016999290.419372,359.6678810119629,19:41,19:41:23,"POLYGON ((117.1573715209961 39.05696487426758, 72.86894989013672 47.3458137512207, 69.68534088134766 67.9029541015625, 137.68936157226562 54.718955993652344, 117.1573715209961 39.05696487426758))",A2025083_1942_021.tif
VJ103DNB.A2025084.1600.021.2025084225415.nc,3,A2025084,1600,21,1017072011.122168,1017072369.003512,357.8813440799713,15:59,15:59:24,"POLYGON ((172.60194396972656 38.97428512573242, 128.3783721923828 47.249149322509766, 125.3143310546875 67.71145629882812, -167.0751953125 54.599979400634766, 172.60194396972656 38.97428512573242))",A2025084_1600_021.tif
VJ103DNB.A2025084.1606.021.2025084225428.nc,3,A2025084,1606,21,1017072370.226298,1017072729.894232,359.66793406009674,16:05,16:05:23,"POLYGON ((161.8511199951172 20.369121551513672, 126.74842071533203 26.4737491607666, 128.3690948486328 47.2513313293457, 172.63284301757812 39.03889083862305, 161.8511199951172 20.369121551513672))",A2025084_1606_021.tif
VJ103DNB.A2025084.1742.021.2025084225414.nc,3,A2025084,1742,21,1017078130.184911,1017078489.852821,359.66790997982025,17:41,17:41:23,"POLYGON ((146.03025817871094 37.447853088378906, 102.99910736083984 45.46308517456055, 100.63783264160156 66.06277465820312, 165.3220977783203 53.52787399291992, 146.03025817871094 37.447853088378906))",A2025084_1742_021.tif
VJ103DNB.A2025084.1748.021.2025084225423.nc,3,A2025084,1748,21,1017078491.075604,1017078848.956939,357.8813350200653,17:47,17:47:24,"POLYGON ((135.8406219482422 18.7946720123291, 101.2113037109375 24.782249450683594, 102.99127197265625 45.46505355834961, 146.05909729003906 37.51272964477539, 135.8406219482422 18.7946720123291))",A2025084_1748_021.tif
VJ103DNB.A2025084.1924.021.2025085001342.nc,3,A2025084,1924,21,1017084251.034083,1017084608.915412,357.88132894039154,19:23,19:23:24,"POLYGON ((119.5825424194336 35.99304962158203, 77.53324127197266 43.77601623535156, 75.80181884765625 64.30210876464844, 137.69151306152344 52.35676574707031, 119.5825424194336 35.99304962158203))",A2025084_1924_021.tif
VJ103DNB.A2025085.1542.021.2025086000915.nc,3,A2025085,1542,21,1017157331.404661,1017157689.285981,357.8813199996948,15:41,15:41:24,"POLYGON ((174.96774291992188 35.820587158203125, 133.0537872314453 43.5770149230957, 131.42062377929688 64.11019897460938, -167.01060485839844 52.206275939941406, 174.96774291992188 35.820587158203125))",A2025085_1542_021.tif
VJ103DNB.A2025085.1548.021.2025086000912.nc,3,A2025085,1548,21,1017157690.508788,1017158050.176697,359.66790902614594,15:47,15:47:23,"POLYGON ((165.25717163085938 16.928686141967773, 131.01300048828125 22.792797088623047, 133.04969787597656 43.579071044921875, 175.00465393066406 35.88161087036133, 165.25717163085938 16.928686141967773))",A2025085_1548_021.tif
VJ103DNB.A2025085.1724.021.2025086003907.nc,3,A2025085,1724,21,1017163450.467395,1017163810.135283,359.667888045311,17:23,17:23:23,"POLYGON ((148.52133178710938 34.25777816772461, 107.61845397949219 41.788333892822266, 106.45893096923828 62.4470329284668, 165.64576721191406 51.037879943847656, 148.52133178710938 34.25777816772461))",A2025085_1724_021.tif
VJ103DNB.A2025085.1730.021.2025086003908.nc,3,A2025085,1730,21,1017163811.35809,1017164169.239402,357.8813120126724,17:29,17:29:24,"POLYGON ((139.30258178710938 15.340630531311035, 105.38919830322266 21.10540008544922, 107.61526489257812 41.79018783569336, 148.5548095703125 34.31985855102539, 139.30258178710938 15.340630531311035))",A2025085_1730_021.tif
