raw_name,file_type,prefix_1,prefix_2,prefix_3,scan_start_time [TAI 93],scan_end_time [TAI 93],duration [sec],scan_start_HHMM,scan_start_HHMMSS,area_wkt,tif_name,lon_min,lon_max,lat_min,lat_max,KR_Sea_overlap,temp
VNP03DNB.A2025102.1648.002.2025103010748.nc,3,A2025102,1648,2,1018630090.908007,1018630449.105051,358.1970440149307,16:47,16:47:23,"POLYGON ((145.5313262939453 18.012353897094727, 116.56672668457031 22.4841365814209, 118.63028717041016 43.18305206298828, 154.4312286376953 37.69221496582031, 145.5313262939453 18.012353897094727))",A2025102_1648_002.tif,116.57752392578124,154.43152392578125,18.011753936767576,43.18775393676758,99.99999999999956,A2025102_1648_002.tif
VNP03DNB.A2025102.1824.002.2025103024620.nc,3,A2025102,1824,2,1018635850.401576,1018636210.377899,359.9763230085373,18:23,18:23:23,"POLYGON ((128.0917205810547 36.057010650634766, 93.18601989746094 41.41478729248047, 92.1281509399414 62.09339904785156, 144.16427612304688 54.19461441040039, 128.0917205810547 36.057010650634766))",A2025102_1824_002.tif,92.14701245117188,144.16401245117189,36.054845275878904,62.361845275878906,8.69450088724434,A2025102_1824_002.tif
VNP03DNB.A2025102.1830.002.2025103024620.nc,3,A2025102,1830,2,1018636211.593347,1018636569.790421,358.1970740556717,18:29,18:29:24,"POLYGON ((119.58769226074219 16.29130744934082, 90.92788696289062 20.71759033203125, 93.17582702636719 41.41763687133789, 128.0819854736328 36.05984115600586, 119.58769226074219 16.29130744934082))",A2025102_1830_002.tif,90.93858502197266,128.08458502197266,16.288933319091797,41.4169333190918,43.23616510359539,A2025102_1830_002.tif
VNP03DNB.A2025103.1624.002.2025104010120.nc,3,A2025103,1624,2,1018715051.020272,1018715409.217276,358.19700396060944,16:23,16:23:24,"POLYGON ((157.35150146484375 34.507564544677734, 123.18190002441406 39.75140380859375, 122.62287902832031 60.351680755615234, 172.39410400390625 52.78350830078125, 157.35150146484375 34.507564544677734))",A2025103_1624_002.tif,122.64016888427734,172.39516888427735,34.5076770324707,60.5806770324707,2.0479919909082147,A2025103_1624_002.tif
VNP03DNB.A2025103.1630.002.2025104010121.nc,3,A2025103,1630,2,1018715410.432745,1018715770.409029,359.9762840270996,16:29,16:29:23,"POLYGON ((149.1629638671875 14.565052032470703, 120.78521728515625 18.9509334564209, 123.17642211914062 39.75422286987305, 157.3458251953125 34.50917053222656, 149.1629638671875 14.565052032470703))",A2025103_1630_002.tif,120.7958237915039,157.3478237915039,14.563203796386718,39.75120379638672,97.9908985077109,A2025103_1630_002.tif
VNP03DNB.A2025103.1806.002.2025104024603.nc,3,A2025103,1806,2,1018721171.705567,1018721529.902584,358.197016954422,18:05,18:05:24,"POLYGON ((131.0735626220703 32.8617057800293, 97.81751251220703 37.98531723022461, 97.51085662841797 58.603302001953125, 145.25787353515625 51.33596420288086, 131.0735626220703 32.8617057800293))",A2025103_1806_002.tif,97.52779553222656,145.26079553222655,32.86187118530273,58.793871185302734,67.77990073064703,A2025103_1806_002.tif
VNP03DNB.A2025103.1812.002.2025104024600.nc,3,A2025103,1812,2,1018721531.11806,1018721889.31513,358.19707000255585,18:11,18:11:24,"POLYGON ((123.29349517822266 12.936508178710938, 95.14321899414062 17.289079666137695, 97.81190490722656 37.987403869628906, 131.0653076171875 32.863746643066406, 123.29349517822266 12.936508178710938))",A2025103_1812_002.tif,95.15376446533205,131.06976446533204,12.934319946289062,37.98431994628906,32.311696839199705,A2025103_1812_002.tif
VNP03DNB.A2025104.1606.002.2025105004910.nc,3,A2025104,1606,2,1018800370.545009,1018800730.521297,359.97628796100616,16:05,16:05:23,"POLYGON ((160.38864135742188 31.190500259399414, 127.6725082397461 36.218231201171875, 127.90081024169922 56.958030700683594, 173.8260040283203 49.950660705566406, 160.38864135742188 31.190500259399414))",A2025104_1606_002.tif,127.68159649658205,173.82759649658203,31.18834771728515,57.11434771728515,32.7044299516146,A2025104_1606_002.tif
VNP03DNB.A2025104.1612.002.2025105004913.nc,3,A2025104,1612,2,1018800731.736766,1018801089.933824,358.1970579624176,16:11,16:11:24,"POLYGON ((152.90850830078125 11.202963829040527, 124.97630310058594 15.524137496948242, 127.66941833496094 36.221717834472656, 160.3837432861328 31.19263458251953, 152.90850830078125 11.202963829040527))",A2025104_1612_002.tif,124.98677227783205,160.38377227783204,11.20162628173828,36.21862628173828,10.221544176410305,A2025104_1612_002.tif
VNP03DNB.A2025104.1748.002.2025105004910.nc,3,A2025104,1748,2,1018806491.230764,1018806849.427824,358.1970599889755,17:47,17:47:24,"POLYGON ((134.26589965820312 29.615280151367188, 102.2456283569336 34.55363082885742, 102.64165496826172 55.20263671875, 146.90589904785156 48.45109558105469, 134.26589965820312 29.615280151367188))",A2025104_1748_002.tif,102.25480053710938,146.90680053710938,29.614717346191405,55.333717346191406,97.2126219788026,A2025104_1748_002.tif
VNP03DNB.A2025104.1754.002.2025105021612.nc,3,A2025104,1754,2,1018806850.643292,1018807208.840359,358.1970670223236,17:53,17:53:23,"POLYGON ((127.0689926147461 9.569249153137207, 99.30997467041016 13.864129066467285, 102.23963928222656 34.555606842041016, 134.26004028320312 29.616741180419922, 127.0689926147461 9.569249153137207))",A2025104_1754_002.tif,99.32029888916016,134.26129888916014,9.568431365966797,34.5524313659668,2.8144485256152993,A2025104_1754_002.tif
VNP03DNB.A2025105.1548.002.2025105221141.nc,3,A2025105,1548,2,1018885690.068615,1018886050.044885,359.97627007961273,15:47,15:47:23,"POLYGON ((163.63043212890625 27.9359073638916, 132.09942626953125 32.78801345825195, 132.8825225830078 53.54963684082031, 175.66551208496094 47.019412994384766, 163.63043212890625 27.9359073638916))",A2025105_1548_002.tif,132.11101696777342,175.66501696777345,27.93425,53.65325,4.747817916242146,A2025105_1548_002.tif
VNP03DNB.A2025105.1554.002.2025106001349.nc,3,A2025105,1554,2,1018886051.260355,1018886409.457369,358.19701397418976,15:53,15:53:24,"POLYGON ((156.72119140625 7.829293727874756, 129.12088012695312 12.102694511413574, 132.0960235595703 32.791351318359375, 163.62557983398438 27.938085556030273, 156.72119140625 7.829293727874756))",A2025105_1554_002.tif,129.13121960449217,163.6282196044922,7.828122436523437,32.78812243652344,0.0,A2025105_1554_002.tif
VNP03DNB.A2025105.1730.002.2025106001337.nc,3,A2025105,1730,2,1018891810.754325,1018892168.951381,358.1970559358597,17:29,17:29:23,"POLYGON ((137.5714111328125 26.347352981567383, 106.55744934082031 31.123554229736328, 107.582763671875 51.793636322021484, 148.92909240722656 45.47589874267578, 137.5714111328125 26.347352981567383))",A2025105_1730_002.tif,106.56907055664064,148.92907055664062,26.34589645385742,51.87289645385742,99.99999999999956,A2025105_1730_002.tif
VNP03DNB.A2025106.1712.002.2025107161631.nc,3,A2025106,1712,2,1018977130.278674,1018977490.254995,359.97632098197937,17:11,17:11:23,"POLYGON ((140.95530700683594 22.952959060668945, 110.89907836914062 27.587566375732422, 112.40851593017578 48.37685775756836, 151.26220703125 42.42697525024414, 140.95530700683594 22.952959060668945))",A2025106_1712_002.tif,110.90987561035156,151.26287561035156,22.950661926269532,48.41766192626953,99.99999999999956,A2025106_1712_002.tif
VNP03DNB.A2025107.1648.002.2025107232635.nc,3,A2025107,1648,2,1019062090.389319,1019062450.365583,359.97626399993896,16:47,16:47:23,"POLYGON ((153.7927703857422 39.21706771850586, 117.0957260131836 44.841339111328125, 114.96114349365234 65.46723937988281, 172.02610778808594 56.829444885253906, 153.7927703857422 39.21706771850586))",A2025107_1648_002.tif,114.98154614257813,172.02654614257813,39.21560400390625,65.83160400390625,0.0,A2025107_1648_002.tif
